SalleDeBain,surface,chambres,salons,Secteur,price
2,81,2,1,Sidi Bernoussi,840000
2,80,2,2,Sidi Othmane,420000
1,100,2,2,Aïn Borja,850000
1,85,2,1,Oulfa,800000
1,68,2,1,Oulfa,650000
3,110,2,2,Maarif,1100000
2,88,2,2,Belvédère,1100000
2,94,2,1,Aïn Borja,800000
2,76,3,2,Al Qods,610000
1,73,2,2,Sidi Bernoussi,500000
2,148,2,2,Beauséjour,2200000
1,118,3,1,Oulfa,1250000
1,71,2,1,Sidi Bernoussi,640000
2,94,2,1,Route d'Azemmour,1500000
1,60,2,1,Oulfa,400000
1,69,2,1,Aïn Borja,577500
1,68,2,1,Hay Mohammadi,740000
2,134,3,2,Oulfa,1000000
3,200,4,3,Sidi Maarouf,1600000
1,57,1,1,Oulfa,560000
1,70,2,1,Sidi Othmane,570000
1,68,2,1,Oulfa,650000
2,85,3,2,Sidi Moumen,650000
1,91,2,1,Bourgogne,950000
1,69,2,1,Oulfa,750000
1,128,2,2,Sidi Maarouf,1200000
2,121,3,1,Aïn Chock,1875500
1,72,2,1,Oulfa,790000
2,88,2,1,Aïn Chock,1050000
1,137,1,1,Les Princesses,1500000
1,72,2,1,Sidi Maarouf,850000
1,82,2,1,Autre secteur,1150000
2,136,3,2,Centre Ville,1200000
1,69,3,1,Sidi Othmane,540000
2,106,2,1,Mers Sultan,1400000
1,88,3,1,La Gironde,750000
1,74,1,2,Hay Mohammadi,640000
2,78,2,1,Sidi Maarouf,760000
2,81,2,1,Oasis,1270000
1,101,2,2,Aïn Borja,990000
1,82,2,1,Oulfa,800000
1,68,2,1,Oulfa,650000
2,133,4,1,Gauthier,1950000
1,77,2,1,Roches Noires,750000
2,137,2,2,Les Princesses,2500000
1,60,2,1,Oulfa,400000
2,76,2,1,Errahma,650000
1,90,2,1,Beauséjour,680000
1,60,2,1,Oulfa,580000
1,70,3,1,Errahma,420000
2,67,2,1,Derb Omar,790000
1,100,2,1,Aïn Chock,700000
1,60,2,1,Ain Sebaa,450000
2,76,3,2,Hay Hassani,640000
2,115,3,1,Florida,1280000
1,48,2,1,Oulfa,400000
1,68,2,1,Oulfa,650000
2,120,3,2,Belvédère,1100000
1,64,1,2,Aïn Chock,500000
1,69,3,1,Hay Moulay Rachid 4,560000
1,82,2,1,Centre Ville,700000
2,100,3,1,Bourgogne,1000000
2,132,3,2,Aïn Chock,1280000
1,66,2,1,Oulfa,660000
2,99,3,1,Ain Sebaa,1039500
2,97,3,1,Ferme Bretone,1600000
1,73,2,1,Ben M'sick,450000
2,118,2,1,Californie,1600000
1,88,3,1,Centre Ville,750000
1,58,1,1,Mers Sultan,900000
2,85,2,1,Mers Sultan,730000
1,87,2,2,Maarif,780000
2,114,3,1,Sidi Maarouf,1100000
1,60,2,1,Errahma,400000
1,82,2,1,Oulfa,820000
2,78,2,1,Sidi Maarouf,760000
2,154,3,3,Racine,2150000
2,81,2,1,Sidi Bernoussi,840000
1,68,2,1,Oulfa,650000
2,50,2,1,Oulfa,400000
1,80,2,2,Autre secteur,580000
2,68,2,1,Ain Sebaa,620000
1,82,3,1,Sidi Bernoussi,860000
2,175,3,2,Quartier des Hôpitaux,1900000
1,76,2,1,Sidi Bernoussi,420000
2,80,2,1,La Gironde,780000
1,110,3,1,Sidi Maarouf,1000000
2,80,3,1,Almaz,1200000
2,98,2,1,Aïn Chock,990000
1,56,2,2,Oulfa,400000
1,65,2,2,Hay Mohammadi,600000
2,89,2,1,Beauséjour,1350000
2,110,3,1,Belvédère,950000
1,88,3,1,La Gironde,750000
2,93,2,1,Ain Sebaa,800000
1,69,2,1,Oulfa,630000
2,92,3,1,Oasis,1350000
2,165,3,2,Bourgogne,1850000
1,60,2,1,Oulfa,690000
1,99,2,1,Aïn Chock,1050000
1,56,2,1,Ain Sebaa,500000
2,169,3,2,Maarif,2150000
2,103,2,1,Sidi Maarouf,900000
1,124,3,2,C.I.L,1850000
1,71,3,1,Sidi Moumen,500000
1,64,2,1,Ain Sebaa,480000
1,137,3,1,Hay Mohammadi,999999
1,56,2,1,Centre Ville,640000
1,105,2,2,2 Mars,1400000
1,53,2,1,Ben M'sick,520000
2,78,2,1,Autre secteur,590000
1,85,2,2,Ain Sebaa,500000
1,88,3,1,La Gironde,750000
2,126,3,2,Maarif,2200000
1,67,2,1,Oulfa,580000
2,81,2,1,Oasis,1270000
1,62,2,2,Ain Sebaa,600000
2,146,3,1,2 Mars,450000
1,68,2,1,Oulfa,650000
2,66,2,1,Aïn Borja,750000
2,85,2,1,Sidi Moumen,730000
1,55,2,1,Oulfa,400000
2,104,3,2,2 Mars,1100000
1,80,2,1,Ain Sebaa,960000
1,88,3,1,La Gironde,750000
1,70,2,1,Gauthier,1800000
1,70,2,1,La Gironde,790000
2,119,3,2,Maarif,1650000
1,113,2,2,Hay Mohammadi,1100000
1,71,2,1,Sidi Moumen,420000
2,124,2,1,Bourgogne,1400000
1,66,2,1,Aïn Borja,760000
1,142,3,1,Aïn Borja,1300000
3,75,2,2,Aïn Borja,690000
2,135,3,2,2 Mars,1930000
1,74,2,1,Ben M'sick,600000
1,70,2,1,Sidi Bernoussi,640000
2,152,3,2,Maarif,1824000
2,89,2,2,Bachkou,1490000
1,91,2,1,Aïn Chock,1100000
1,78,2,1,Val Fleuri,1110000
2,176,3,2,Sidi Moumen,680000
2,142,2,2,Maarif,1900000
1,61,2,1,Hay Hassani,440000
2,86,2,1,Bourgogne,1500000
2,45,2,1,2 Mars,1380000
1,79,2,1,Hay Hassani,750000
2,91,2,1,Roches Noires,1137500
1,66,2,1,Sidi Maarouf,560000
1,85,2,1,Oulfa,850000
2,153,3,1,Californie,2400000
2,154,3,3,Racine,2150000
2,126,3,2,Maarif,2200000
2,81,2,1,Sidi Bernoussi,840000
1,74,2,1,Hay Almassira 3,500000
1,100,2,1,Sidi Maarouf,910000
2,112,2,2,Roches Noires,1000000
2,112,2,1,Centre Ville,2050000
1,70,2,1,Sidi Moumen,400000
1,60,2,1,Sidi Maarouf,610000
1,107,2,1,Ain Sebaa,960000
2,97,3,1,Sidi Bernoussi,720000
1,88,3,1,La Gironde,750000
1,51,2,1,Hay Hassani,530000
1,93,3,1,Sidi Maarouf,1050000
2,100,3,1,Palmier,1350000
2,106,2,1,Roches Noires,780000
1,64,2,1,Lissasfa,540000
1,54,2,1,Hay Mohammadi,440000
2,70,2,1,Sidi Bernoussi,650000
1,70,2,1,Sidi Moumen,490000
1,56,2,1,Hay Hassani,520000
2,82,2,1,Californie,1230000
1,88,3,1,La Gironde,750000
2,122,3,2,Val Fleuri,2150000
2,97,2,1,Quartier des Hôpitaux,1480000
2,135,3,1,Val Fleuri,1690000
2,136,3,1,Oasis,1900000
1,85,2,1,Oulfa,850000
3,141,3,1,2 Mars,1750000
1,56,2,1,Sidi Maarouf,560000
1,85,2,2,Oulfa,560000
1,60,2,1,Hay Albaraka,520000
2,128,3,1,Bourgogne,1600000
3,134,2,2,Al Qods,1750000
1,56,2,1,Aïn Chock,560000
2,100,3,2,Roches Noires,1050000
2,111,3,2,La Gironde,1330000
2,116,3,1,Sbata,880000
2,78,2,1,Sidi Maarouf,760000
2,154,3,3,Racine,2150000
1,67,2,1,Oulfa,580000
1,83,2,2,Oulfa,665000
2,179,3,2,Quartier des Hôpitaux,2300000
2,144,3,2,Bourgogne,1450000
2,106,2,2,Sidi Maarouf,1060000
1,111,2,3,Errahma,790000
2,124,3,1,Sidi Maarouf,1500000
2,97,3,1,Sidi Bernoussi,873000
2,140,3,2,2 Mars,1750000
1,50,2,1,Oulfa,400000
1,56,2,1,Hay Mohammadi,440000
2,128,2,2,Belvédère,1300000
1,99,2,1,Aïn Chock,850000
1,85,4,1,Anfa,820000
1,74,2,1,Aïn Borja,730000
2,60,2,1,Ain Sebaa,400000
1,81,3,1,Sidi Bernoussi,640000
2,110,3,1,Belvédère,1100000
1,130,3,3,Maarif,1300000
2,198,3,2,Aïn Diab,2850000
2,100,2,2,Autre secteur,1450000
4,149,4,2,Bourgogne,1750000
1,72,3,1,Californie,820000
1,68,2,1,Oulfa,650000
1,68,2,1,Ain Sebaa,440000
2,106,2,2,Ain Sebaa,820000
2,121,3,1,Maarif,1550000
1,81,2,1,Ben M'sick,520000
2,72,2,2,Aïn Borja,660000
1,66,2,1,Hay Moulay Rachid,550000
2,92,2,2,Roches Noires,890000
1,54,2,1,Oulfa,460000
2,147,3,2,2 Mars,1600000
1,84,2,1,Sidi Bernoussi,400000
2,208,3,2,Mers Sultan,2300000
3,160,3,2,Palmier,2500000
2,154,3,3,Racine,2150000
2,126,3,2,Maarif,2200000
1,67,2,1,Oulfa,580000
2,107,3,1,Belvédère,950000
1,48,1,1,Aïn Chock,400000
1,85,2,1,La Gironde,730000
1,70,2,1,Belvédère,800000
2,69,2,1,Centre Ville,800000
1,64,2,1,Aïn Chock,900000
1,66,2,1,Autre secteur,550000
1,67,2,1,La Gironde,720000
1,55,2,1,Oulfa,400000
2,140,3,2,Val Fleuri,1850000
1,76,2,1,Lissasfa,585000
2,94,1,1,Maarif,1100000
1,55,2,1,Oulfa,400000
1,58,2,1,Ben M'sick,650000
1,78,2,1,Beauséjour,1080000
2,114,2,1,La Gironde,900000
1,118,2,2,2 Mars,1100000
1,68,3,1,Oulfa,450000
1,40,1,1,Hermitage,800000
1,40,1,1,Palmier,800000
2,107,3,2,Aïn Chock,1200000
1,80,2,1,Ain Sebaa,790000
1,60,2,1,Hay Moulay Rachid 1,480000
1,83,3,1,Oulfa,950000
1,63,3,1,Errahma,430000
1,76,2,2,Centre Ville,740000
2,110,3,1,Sidi Maarouf,1550000
1,63,2,1,Al Madina Aljadida,470000
3,183,5,1,Quartier des Hôpitaux,1800000
1,60,2,1,Sbata,600000
2,99,2,1,Aïn Chock,1020000
2,141,3,1,Hay Hassani,1400000
1,116,2,2,Ain Sebaa,1000000
2,98,3,1,Hay Inara,1030000
2,99,2,1,Parc,1200000
2,92,2,1,Bourgogne,1050000
2,78,2,1,Sidi Maarouf,760000
3,111,3,1,Laimoune,1720000
2,81,3,1,Oulfa,760000
2,110,3,1,Belvédère,1200000
2,114,2,2,La Gironde,1190000
1,87,2,1,Oulfa,750000
1,93,2,2,Roches Noires,900000
2,141,3,3,Val Fleuri,2300000
1,70,2,1,La Gironde,790000
1,70,3,1,Sidi Moumen,470000
2,94,2,1,La Gironde,860000
2,126,3,2,Les Camps,1250000
2,131,3,1,2 Mars,1880000
4,160,3,2,Oasis,3000000
2,130,3,1,Errahma,960000
1,57,2,1,Oulfa,460000
1,84,2,1,Sidi Bernoussi,460000
1,54,2,1,Sidi Maarouf,500000
1,94,3,2,Hay Mohammadi,1100000
1,84,2,1,Autre secteur,420000
2,96,4,2,Ain Sebaa,860000
2,101,3,2,Lissasfa,1000000
1,58,2,1,Sidi Maarouf,440000
2,163,3,1,Quartier des Hôpitaux,1880000
1,69,2,1,Roches Noires,740000
1,50,2,1,Oulfa,520000
1,86,2,2,Hay Alfalah,800000
2,177,3,1,Centre Ville,1700000
2,92,2,2,Maarif,1560000
2,88,2,2,Californie,1140000
1,56,2,1,Autre secteur,650000
1,60,2,1,Sbata,550000
1,80,3,1,Errahma,400000
2,99,2,1,Belvédère,850000
1,68,1,2,Al Fida,560000
1,76,2,1,Oulfa,420000
1,78,2,1,Laimoune,900000
2,81,2,1,Oasis,1270000
3,111,3,1,Laimoune,1720000
2,126,3,2,Maarif,2200000
1,61,2,1,Oulfa,570000
2,88,2,2,Californie,1150000
2,87,2,2,Roches Noires,880000
1,96,2,2,Aïn Chock,940000
2,217,4,3,Racine,2700000
1,65,2,1,Hay Hassani,500000
2,99,2,1,Belvédère,860000
2,117,2,1,Anfa,2500000
1,110,3,1,Oulfa,1150000
2,98,3,2,La Gironde,890000
5,163,3,3,Quartier des Hôpitaux,2400000
1,68,2,1,Oulfa,540000
2,105,3,1,Sidi Maarouf,1280000
2,114,2,2,Maarif,1400000
1,50,1,1,Bourgogne,650000
1,58,2,1,Ain Sebaa,460000
2,171,3,3,Beauséjour,1750000
1,50,1,1,Maarif,1150000
2,73,10,2,Hay Mohammadi,790000
1,43,1,1,Laimoune,580500
1,68,3,1,Oulfa,450000
2,102,2,1,Casablanca Finance City,1700000
1,60,1,1,Sidi Belyout,2750000
1,56,2,1,Sidi Othmane,490000
1,86,3,1,Bournazil,670000
2,85,2,1,Belvédère,860000
2,72,2,1,Sidi Bernoussi,490000
1,80,2,1,Ben Ejdia,640000
3,188,3,1,Val Fleuri,2820000
3,150,3,2,Roches Noires,1700000
1,85,2,2,Oulfa,700000
1,60,2,1,Hay Hassani,650000
1,80,2,1,Val Fleuri,1200000
2,138,3,2,Florida,1450000
1,86,3,1,Aïn Chock,1200000
2,78,2,1,Sidi Maarouf,760000
2,92,2,1,Bourgogne,1050000
2,154,3,3,Racine,2150000
2,228,3,2,Aïn Diab,2870000
2,74,2,1,Maarif,1400000
2,87,2,1,Autre secteur,800000
2,132,2,2,Sidi Bernoussi,1400000
1,70,3,1,Oulfa,420000
1,68,3,1,Oulfa,450000
1,57,2,1,Oulfa,460000
2,82,2,1,Roches Noires,860000
1,60,2,1,Sidi Bernoussi,400000
1,53,1,1,Al Fida,620000
1,80,2,2,Oulfa,800000
1,75,2,1,Sbata,500000
1,58,2,1,Sidi Maarouf,460000
1,90,2,1,La Gironde,930000
4,79,6,4,Hay Mohammadi,1299000
1,60,2,1,Autre secteur,550000
2,140,2,1,Ain Sebaa,1440000
2,90,2,1,Mers Sultan,950000
1,70,2,1,Sidi Bernoussi,460000
2,106,3,2,Aïn Chock,1300000
1,77,2,1,Aïn Chock,750000
1,84,2,2,Ain Sebaa,420000
2,110,1,2,Racine,1670000
1,74,2,1,Sidi Moumen,560000
2,69,2,1,Oulfa,640000
2,142,2,2,Maarif,1300000
1,72,2,1,2 Mars,1250000
3,150,3,2,Anfa,2720000
1,68,3,1,Oulfa,450000
1,73,2,2,Sidi Bernoussi,650000
2,70,2,1,Hay Mohammadi,730000
2,120,3,1,Californie,1890000
2,64,2,1,Oulfa,800000
2,97,3,1,Almaz,1018500
1,58,2,1,Sidi Maarouf,500000
3,111,3,1,Laimoune,1720000
2,126,3,2,Maarif,2200000
2,80,2,2,Sidi Othmane,420000
2,93,2,2,Roches Noires,900000
2,80,2,1,Oulfa,890000
1,63,2,1,La Gironde,720000
2,122,2,2,Centre Ville,1800000
1,81,2,1,Mers Sultan,760000
2,134,3,2,2 Mars,1740000
1,120,2,1,Mers Sultan,1200000
1,84,2,1,Belvédère,760000
1,46,1,1,Maarif,1100000
1,89,2,2,Al Fida,630000
2,99,2,1,Belvédère,900000
1,67,2,1,Sidi Moumen,470000
2,141,3,2,Sidi Moumen,550000
1,63,2,1,Oulfa,540000
2,124,3,1,Aïn Diab,1700000
1,60,1,1,Anfa,1200000
2,99,2,1,Belvédère,900000
1,68,2,1,Hay Hassani,430000
2,140,2,2,Belvédère,1280000
1,62,2,1,Aïn Borja,680000
2,136,2,1,Palmier,1590000
2,96,3,2,Californie,840000
3,153,2,2,Sidi Moumen,710000
2,145,3,1,Bourgogne,2200000
1,64,2,1,Sidi Moumen,450000
2,147,3,1,Val d'Anfa,2280000
1,72,2,1,Maarif,1100000
1,40,1,1,Bourgogne,750000
2,111,2,2,Triangle d'Or,1940000
1,49,2,1,Aïn Borja,600000
1,68,2,1,Oulfa,550000
1,50,2,1,Sidi Maarouf,490000
1,64,2,1,Aïn Chock,650000
1,96,2,2,Palmier,1100000
1,76,2,2,Sidi Bernoussi,500000
2,154,3,3,Racine,2150000
1,51,1,1,Beauséjour,809000
2,126,3,2,Maarif,2200000
2,83,3,1,Sidi Moumen,750000
2,89,2,1,Hay Albaraka,650000
2,89,2,1,Beauséjour,1115000
2,85,2,1,Belvédère,900000
1,96,2,1,Aïn Chock,780000
1,76,2,1,Californie,1100000
2,85,2,1,Californie,1200000
2,71,2,1,Hay Mohammadi,670000
1,66,2,2,Autre secteur,600000
2,115,2,1,Aïn Chock,1380000
1,100,2,1,Aïn Chock,2700000
2,112,2,2,Beauséjour,1390000
1,57,2,1,Oulfa,460000
1,208,2,2,Quartier des Hôpitaux,1700000
1,82,2,1,Bourgogne,700000
1,68,2,1,Oulfa,500000
1,80,2,1,Roches Noires,650000
2,123,2,2,Sidi Maarouf,820000
1,65,1,1,Sidi Maarouf,410000
2,107,2,1,Mers Sultan,1550000
2,141,3,1,Aïn Chock,960000
3,180,3,2,Racine,2800000
2,127,3,1,Bourgogne,1650000
2,155,3,3,Gauthier,1800000
1,63,2,1,Hay Moulay Rachid 4,500000
1,72,2,1,Sidi Maarouf,700000
2,111,2,1,Maarif,1300000
1,57,2,2,Sidi Moumen,460000
1,90,2,1,Palmier,1700000
3,89,8,4,Hay Mohammadi,1100000
2,167,3,3,Oasis,2900000
2,79,2,1,Roches Noires,830000
1,80,2,1,Maarif,1225000
2,84,2,2,Maarif,1200000
2,99,2,1,Belvédère,860000
1,51,1,1,Beauséjour,809000
2,81,2,1,Oasis,1270000
2,80,2,2,Sidi Othmane,420000
1,61,2,1,Errahma,430000
2,170,2,1,Belvédère,1400000
2,99,3,1,Hay Inara,970000
2,105,3,1,Errahma,1050000
2,189,3,2,Polo,2600000
1,136,2,1,Centre Ville,2700000
2,84,3,1,Maarif,1200000
2,107,3,1,Bourgogne,1550000
1,60,2,1,Bourgogne,850000
1,78,3,1,Ain Sebaa,580000
2,131,3,2,Roches Noires,840000
2,100,3,1,Sidi Maarouf,960000
1,72,2,1,Sidi Bernoussi,650000
1,68,2,1,Aïn Chock,720000
1,78,2,1,Ain Sebaa,750000
2,85,2,1,Belvédère,860000
2,140,3,1,Maarif,2100000
2,108,2,1,Quartier des Hôpitaux,1450000
1,100,2,1,Aïn Chock,720000
2,94,3,1,Hay Mohammadi,700000
2,72,2,1,Sidi Moumen,460000
1,84,2,1,2 Mars,1428000
1,45,1,1,La Gironde,550000
2,112,4,2,Ain Sebaa,1008000
2,99,3,1,Ain Sebaa,990000
1,62,2,1,Sidi Bernoussi,550000
2,128,3,3,Oulfa,1650000
2,70,3,1,Oulfa,649000
1,71,2,1,Sidi Maarouf,680000
1,65,2,1,Al Madina Aljadida,610000
1,87,2,1,Belvédère,880000
2,145,3,2,Triangle d'Or,2650000
2,100,4,3,Sidi Bernoussi,660000
2,113,2,1,Maarif,1550000
1,52,1,1,Bourgogne,1200000
2,92,2,1,Bourgogne,1050000
2,80,2,2,Sidi Othmane,420000
1,67,2,1,Oulfa,580000
3,135,3,2,Sidi Maarouf,1160000
1,56,2,1,Sbata,480000
1,60,2,1,Sidi Bernoussi,400000
1,70,2,1,Oulfa,450000
1,62,3,1,Lissasfa,440000
1,89,2,2,Mers Sultan,1000000
2,160,2,2,Belvédère,1500000
1,101,2,1,Maarif,1500000
2,99,2,1,Belvédère,900000
1,116,3,1,Sidi Bernoussi,570000
2,117,3,2,Ain Sebaa,1350000
2,173,2,2,Belvédère,1250000
1,82,3,1,Hay Moulay Rachid,540000
1,79,2,1,Roches Noires,860000
2,75,3,1,Ain Sebaa,540000
2,65,3,1,Aïn Diab,530000
3,208,3,3,Quartier des Hôpitaux,2400000
2,84,2,2,Sidi Bernoussi,690000
1,85,2,1,Oulfa,850000
1,68,3,1,Oulfa,440000
2,99,2,1,Belvédère,900000
1,131,2,2,Sidi Bernoussi,1700000
2,137,3,1,Anfa,1750000
2,84,2,1,Sidi Bernoussi,650000
3,137,3,1,Autre secteur,1700000
1,57,2,1,Oulfa,460000
1,78,1,1,Ben M'sick,640000
2,105,2,1,Ferme Bretone,1580000
2,95,3,2,Roches Noires,920000
1,73,2,1,Sidi Bernoussi,497900
1,80,2,1,Sidi Moumen,620000
2,58,2,1,Bournazil,500000
1,68,2,1,Ain Sebaa,440000
1,50,2,1,Sidi Maarouf,600000
1,135,3,1,Bourgogne,1350000
2,81,2,1,Oasis,1270000
3,111,3,1,Laimoune,1720000
2,126,3,2,Maarif,2200000
1,69,1,1,Bourgogne,860000
1,87,2,1,Errahma,700000
1,72,2,1,Ain Sebaa,780000
1,55,2,1,Bourgogne,410000
2,119,3,1,Aïn Borja,1060000
1,96,2,2,Hay Hassani,900000
2,109,3,2,Oulfa,1600000
1,40,1,1,Zone Industrielle,600000
2,98,2,1,Oulfa,800000
2,121,3,1,Laimoune,2075000
1,70,3,1,Lissasfa,500000
2,64,2,1,Ain Sebaa,640000
2,99,2,1,Aïn Chock,1000000
1,50,1,1,2 Mars,660000
1,59,2,1,Hay Albaraka,580000
3,105,2,1,Californie,1800000
2,108,3,1,Sidi Bernoussi,520000
1,97,2,1,Sidi Maarouf,950000
2,120,4,2,Californie,1400000
2,96,4,1,Bournazil,700000
2,85,2,1,Aïn Chock,900000
2,178,3,2,2 Mars,2670000
2,140,3,2,Sidi Moumen,870000
1,86,2,1,Roches Noires,800000
1,77,2,1,Hay Mohammadi,620000
1,87,2,1,Bourgogne,750000
2,48,1,1,Aïn Chock,430000
1,66,3,1,Oulfa,450000
3,200,7,2,Aïn Chock,1300000
1,100,2,1,Aïn Chock,720000
2,93,3,1,Sidi Maarouf,1000000
2,75,2,1,Sidi Bernoussi,750000
3,195,3,3,C.I.L,1950000
1,86,2,1,Sidi Bernoussi,800000
1,93,2,1,Sidi Moumen,700000
2,126,3,2,Maarif,2200000
2,78,2,1,Sidi Maarouf,760000
2,154,3,3,Racine,2150000
1,55,2,1,Hay Al Amal,500000
1,60,2,1,Sidi Othmane,400000
2,107,3,1,Californie,1600000
1,75,3,1,Ain Sebaa,650000
1,74,1,2,Sidi Moumen,520000
1,108,2,2,Sidi Bernoussi,620000
2,99,2,1,Belvédère,860000
2,91,3,1,Sidi Bernoussi,690000
2,130,3,2,Racine,1650000
2,112,2,2,Roches Noires,1100000
2,85,2,2,Hay Hassani,1050000
2,140,2,1,2 Mars,1750000
1,150,2,2,Maarif,1950000
2,71,2,1,Hay Moulay Rachid 4,532500
2,99,2,1,Tantonville,1500000
1,57,2,1,Californie,700000
1,135,2,1,Bourgogne,1350000
1,86,2,1,Oulfa,680000
1,58,2,1,Sidi Maarouf,450000
2,84,3,1,Belvédère,1050000
1,80,2,2,Ain Sebaa,600000
2,89,2,1,Sidi Bernoussi,700000
2,102,3,2,Hay Hassani,950000
1,115,2,1,Hay Hassani,1200000
1,93,3,1,Ain Sebaa,900000
2,90,3,1,Almaz,1200000
2,72,6,3,Al Fida,1000000
2,72,2,2,Lissasfa,520000
2,116,2,1,2 Mars,1500000
1,100,2,1,Aïn Chock,700000
2,84,3,2,Sidi Moumen,670000
1,50,2,1,Ben M'sick,640000
1,56,2,1,Hay Mohammadi,460000
1,64,2,1,Hay Mohammadi,680000
1,76,3,1,Sidi Bernoussi,620000
2,154,3,3,Racine,2150000
3,111,3,1,Laimoune,1720000
2,78,2,1,Sidi Maarouf,760000
1,71,2,1,Hay Hassani,650000
2,79,2,1,Aïn Diab,770000
1,53,2,1,Sidi Maarouf,440000
2,136,4,2,Ben Ejdia,1050000
2,80,2,1,Autre secteur,560000
1,66,2,1,Sidi Bernoussi,460000
2,99,2,1,Belvédère,860000
2,141,3,1,Aïn Chock,1020000
1,55,1,1,Belvédère,550000
3,172,3,3,Palmier,2800000
1,61,1,1,La Gironde,730000
2,98,3,1,Sidi Maarouf,1230000
2,130,4,2,Hay Albaraka,750000
2,99,2,1,Belvédère,860000
2,112,9,2,Sidi Bernoussi,660000
2,113,2,2,Maarif,1700000
1,80,3,1,Hay Rajaa,800000
1,62,1,1,Anfa,710000
1,50,2,1,Autre secteur,2700000
1,60,2,1,Sidi Moumen,420000
2,152,3,1,La Gironde,1550000
2,103,2,2,Maarif,1100000
1,78,2,1,Oulfa,700000
2,126,4,1,Belvédère,1750000
1,70,2,1,Oulfa,560000
1,64,1,1,Sidi Maarouf,520000
3,160,3,3,Anfa,2100000
2,76,2,1,Ain Sebaa,798000
2,80,2,1,Belvédère,1000000
1,64,1,1,Mers Sultan,850000
2,60,2,1,Sidi Moumen,580000
1,43,1,1,Oasis,870000
2,99,2,1,Belvédère,860000
2,101,3,1,Gauthier,1520000
2,81,2,1,Belvédère,820000
3,111,3,1,Laimoune,1720000
2,154,3,3,Racine,2150000
1,67,2,1,Oulfa,580000
1,51,1,1,Palmier,900000
2,108,4,1,Hay Mohammadi,890000
2,100,3,1,Belvédère,1500000
1,72,1,1,Anfa,2400000
3,156,3,1,Racine,2320000
2,101,2,1,Palmier,1650000
1,90,2,1,Ain Sebaa,1200000
2,184,3,2,Belvédère,1300000
2,88,2,2,Roches Noires,920000
2,102,3,2,Oulfa,1100000
1,66,2,2,Sidi Othmane,620000
1,54,2,1,Oulfa,400000
2,95,2,2,Hay El Farah,1450000
2,190,3,2,Oulfa,1000000
1,60,1,1,Al Fida,670000
2,125,2,1,Sidi Bernoussi,750000
1,54,3,1,Route d'Azemmour,530000
2,105,2,1,Sidi Bernoussi,560000
2,96,3,1,Aïn Chock,900000
2,107,2,2,Aïn Chock,1200000
2,107,3,1,Autre secteur,1070000
2,99,2,1,Belvédère,860000
3,177,4,2,Hay Hassani,1300000
2,89,2,1,Sidi Bernoussi,700000
1,60,1,2,Aïn Chock,400000
2,100,2,1,Derb Ghallef,1300000
1,70,2,2,Sidi Moumen,460000
2,240,3,2,Bourgogne,2200000
3,244,3,3,Hay Hassani,2000000
1,143,2,1,Hay Mohammadi,1200000
1,97,3,2,Oulfa,1200000
2,90,2,1,Maarif,990000
2,120,2,1,Belvédère,1000000
2,113,3,1,Autre secteur,1050000
2,146,3,2,Beauséjour,1800000
2,80,2,2,Sidi Othmane,420000
1,101,2,2,Aïn Borja,990000
2,92,2,1,Bourgogne,1050000
1,70,2,1,Aïn Chock,650000
2,86,3,1,Bourgogne,960000
2,80,2,1,Sidi Moumen,650000
2,76,2,2,Roches Noires,670000
1,55,1,1,Sidi Othmane,450000
2,88,3,1,Hay Sadri,800000
2,114,3,2,Hay El Farah,949999
1,86,2,1,Ben M'sick,630000
2,135,3,1,Aïn Chock,1080000
2,85,2,2,Hay Mohammadi,800000
2,110,2,2,Aïn Chock,1150000
1,100,2,2,Sbata,700000
1,90,2,1,Sidi Bernoussi,560000
1,42,1,1,Racine,1000000
2,62,4,2,Sbata,850000
1,73,2,1,Oulfa,690000
1,122,2,1,Anfa,900000
2,111,3,2,Belvédère,1400000
2,86,2,1,Al Fida,790000
2,160,3,2,Maarif,1700000
3,204,4,2,Maarif,2800000
2,170,2,2,Racine,2975000
2,91,3,1,Sidi Moumen,700000
2,147,3,2,2 Mars,2200000
1,65,2,1,Beauséjour,650000
1,67,2,2,Al Fida,500000
2,97,2,2,Ain Sebaa,1000000
1,74,2,2,Belvédère,700000
1,79,2,1,Derb Ghallef,950000
2,111,2,1,Roches Noires,1250000
1,101,2,1,Maarif,1100000
2,153,3,2,Gauthier,2500000
2,141,3,1,Aïn Chock,960000
2,166,4,1,Ain Sebaa,1400000
1,84,2,1,Roches Noires,840000
2,81,2,1,Oasis,1270000
2,81,2,1,Sidi Bernoussi,840000
2,92,2,1,Bourgogne,1050000
1,70,2,1,Oulfa,800000
3,153,4,1,Aïn Chock,1290000
1,75,2,1,Aïn Chock,700000
1,56,2,1,Sidi Moumen,400000
2,110,3,1,Bournazil,800000
1,113,3,2,Californie,1280000
1,90,2,2,Belvédère,760000
1,80,2,1,Errahma,400000
1,52,2,1,Oulfa,598000
1,68,3,1,Bournazil,570000
1,56,2,1,Sidi Bernoussi,450000
1,72,1,1,Californie,850000
1,62,3,1,Lissasfa,560000
2,142,3,1,Californie,2500000
1,40,1,1,Belvédère,450000
2,100,3,1,Aïn Diab,400000
1,65,2,1,Route d'Azemmour,640000
1,100,2,1,Oulfa,720000
1,99,2,1,Aïn Chock,970000
2,130,3,1,2 Mars,1850000
